"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	" Peptides"	" PSMs"	" Unique Peptides"	" AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: A5 Mascot"	" Peptides (by Search Engine): A5 Mascot"	" Razor Peptides"	"Abundances (Grouped): F1"	"Abundances (Grouped) CV [%]: F1"	"Abundance: F1: 126, Sample, control, 1"	"Abundance: F1: 127, Sample, control, 2"	"Abundance: F1: 128, Sample, control, 3"	"Abundance: F1: 129, Sample, no_glands, 1"	"Abundance: F1: 130, Sample, no_glands, 2"	"Abundance: F1: 131, Sample, no_glands, 3"	" Protein Groups"
"3193741801793868105"	"False"	"High"	"IsMasterProtein"	"FBgn0014141"	"FBgn0014141"	"0.000"	"76.646"	"12"	"27"	"28"	"27"	"2429"	"262.6"	"6.04"	"482"	"27"	"0"	"2343.9"	"76.92"	"1243.6"	"1225.6"	"949.7"	"7105.0"	"5060.7"	"4417.4"	"1"
"-6482621324444079630"	"False"	"High"	"IsMasterProtein"	"FBgn0033603"	"FBgn0033603"	"0.000"	"75.597"	"29"	"7"	"16"	"7"	"612"	"50.9"	"9.25"	"1106"	"7"	"0"	"987.6"	"91.00"	"103.3"	"1434.4"	"75.1"	"2646.7"	"679.9"	"1746.0"	"1"
"-3097873726193614814"	"False"	"High"	"IsMasterProtein"	"FBgn0002921"	"FBgn0002921"	"0.000"	"75.293"	"22"	"20"	"25"	"18"	"1041"	"115.5"	"5.69"	"611"	"20"	"2"	"2781.2"	"89.13"	"1423.3"	"1026.2"	"1042.1"	"10569.4"	"6941.4"	"5434.6"	"1"
"-1523357346733872150"	"False"	"High"	"IsMasterProtein"	"FBgn0261989"	"FBgn0261989"	"0.000"	"75.118"	"46"	"11"	"40"	"11"	"278"	"31.0"	"7.77"	"756"	"11"	"0"	"4292.5"	"86.59"	"12383.1"	"12733.2"	"11366.7"	"1621.0"	"1482.1"	"1223.1"	"1"
"-6096524615887653139"	"False"	"High"	"IsMasterProtein"	"FBgn0250814"	"FBgn0250814"	"0.000"	"74.862"	"43"	"14"	"23"	"14"	"440"	"45.4"	"9.44"	"629"	"14"	"0"	"1911.8"	"58.84"	"1349.1"	"1035.0"	"1214.9"	"4473.4"	"2709.2"	"3250.5"	"1"
"5533903198087581553"	"False"	"High"	"IsMasterProtein"	"FBgn0260766"	"FBgn0260766"	"0.000"	"74.591"	"23"	"12"	"42"	"12"	"500"	"53.5"	"6.80"	"664"	"12"	"0"	"7138.1"	"27.93"	"9679.3"	"8033.7"	"7851.6"	"6489.4"	"4111.3"	"5780.8"	"1"
"4987744563195244603"	"False"	"High"	"IsMasterProtein"	"FBgn0011668"	"FBgn0011668"	"0.000"	"73.951"	"19"	"1"	"153"	"1"	"75"	"7.1"	"8.68"	"1794"	"1"	"0"	"37762.9"	"36.50"	"59056.3"	"56626.5"	"49079.8"	"29055.5"	"28637.9"	"26322.5"	"1"
"2413293484256928530"	"False"	"High"	"IsMasterProtein"	"FBgn0002525"	"FBgn0002525"	"0.000"	"73.875"	"40"	"22"	"27"	"22"	"622"	"71.3"	"6.47"	"754"	"22"	"0"	"1260.5"	"76.18"	"692.0"	"591.0"	"593.4"	"3778.3"	"2295.9"	"2386.2"	"1"
"6397271210553177887"	"False"	"High"	"IsMasterProtein"	"FBgn0001114"	"FBgn0001114"	"0.000"	"73.178"	"20"	"18"	"26"	"18"	"1026"	"118.7"	"4.77"	"614"	"18"	"0"	"1271.2"	"94.51"	"574.0"	"302.9"	"250.9"	"4746.8"	"3683.0"	"2815.4"	"1"
"164257896236832407"	"False"	"High"	"IsMasterProtein"	"FBgn0004363"	"FBgn0004363"	"0.000"	"71.842"	"66"	"13"	"31"	"13"	"282"	"30.5"	"6.96"	"733"	"13"	"0"	"3211.4"	"79.87"	"1903.0"	"1431.5"	"1067.7"	"9637.7"	"5682.5"	"5419.6"	"1"
"-8830765809789283463"	"False"	"High"	"IsMasterProtein"	"FBgn0052351"	"FBgn0052351"	"0.000"	"70.793"	"40"	"17"	"43"	"8"	"552"	"61.3"	"6.92"	"746"	"17"	"0"	"1587.4"	"28.13"	"1490.7"	"1314.5"	"1690.3"	"1895.3"	"815.2"	"1990.1"	"1"
"7037542770802822603"	"False"	"High"	"IsMasterProtein"	"FBgn0032122"	"FBgn0032122"	"0.000"	"69.594"	"55"	"13"	"39"	"13"	"328"	"32.6"	"8.53"	"478"	"13"	"0"	"6048.0"	"45.82"	"10332.3"	"8923.1"	"9295.7"	"4099.2"	"3927.4"	"3821.8"	"1"
"7250318498015739810"	"False"	"High"	"IsMasterProtein"	"FBgn0036969"	"FBgn0036969"	"0.000"	"69.306"	"42"	"13"	"50"	"7"	"362"	"41.0"	"6.81"	"1088"	"13"	"0"	"2080.8"	"14.82"	"2014.2"	"2287.1"	"1711.0"	"2529.9"	"1789.3"	"2149.6"	"1"
"-5259562706891942298"	"False"	"High"	"IsMasterProtein"	"FBgn0037038"	"FBgn0037038"	"0.000"	"69.162"	"44"	"13"	"47"	"13"	"292"	"31.7"	"8.72"	"638"	"13"	"0"	"12267.5"	"23.70"	"13868.5"	"15326.3"	"13994.6"	"10851.4"	"8065.2"	"9768.5"	"1"
"-8813680831320660666"	"False"	"High"	"IsMasterProtein"	"FBgn0040097"	"FBgn0040097"	"0.000"	"69.047"	"51"	"11"	"54"	"11"	"223"	"26.3"	"8.24"	"1006"	"11"	"0"	"7502.0"	"25.25"	"10223.6"	"7180.2"	"7838.3"	"7870.2"	"4697.9"	"6200.7"	"1"
"2010168544423177322"	"False"	"High"	"IsMasterProtein"	"FBgn0045770"	"FBgn0045770"	"0.000"	"68.447"	"24"	"12"	"39"	"11"	"535"	"57.7"	"7.87"	"923"	"12"	"0"	"5379.2"	"28.85"	"5161.8"	"4142.3"	"5605.7"	"5980.3"	"2394.4"	"6073.1"	"1"
"-1721048610920787310"	"False"	"High"	"IsMasterProtein"	"FBgn0028902"	"FBgn0028902"	"0.000"	"66.088"	"37"	"18"	"21"	"18"	"585"	"66.8"	"6.98"	"601"	"18"	"0"	"2897.1"	"26.29"	"2837.7"	"2197.0"	"2957.8"	"3108.9"	"1389.2"	"3115.7"	"1"
"6075595046963814792"	"False"	"High"	"IsMasterProtein"	"FBgn0039897"	"FBgn0039897"	"0.000"	"65.749"	"24"	"16"	"18"	"16"	"905"	"101.6"	"7.33"	"409"	"16"	"0"	"1148.0"	"84.65"	"414.2"	"488.4"	"476.2"	"3837.7"	"3199.3"	"2698.3"	"1"
"-7875214711035736290"	"False"	"High"	"IsMasterProtein"	"FBgn0265297"	"FBgn0265297"	"0.000"	"65.670"	"34"	"17"	"22"	"17"	"634"	"69.9"	"9.31"	"562"	"17"	"0"	"1527.2"	"48.73"	"1195.7"	"859.7"	"803.4"	"2756.3"	"2165.8"	"1950.8"	"1"
"-837686385823315136"	"False"	"High"	"IsMasterProtein"	"FBgn0000592"	"FBgn0000592"	"0.000"	"65.404"	"30"	"17"	"27"	"17"	"544"	"61.1"	"5.85"	"461"	"17"	"0"	"4029.5"	"13.09"	"3320.9"	"4307.9"	"4417.5"	"4616.1"	"3546.0"	"3769.1"	"1"
"3410758864659640652"	"False"	"High"	"IsMasterProtein"	"FBgn0262508"	"FBgn0262508"	"0.000"	"65.215"	"9"	"20"	"21"	"20"	"2540"	"285.6"	"4.98"	"546"	"20"	"0"	"566.0"	"85.88"	"238.5"	"188.3"	"194.9"	"1851.8"	"1415.2"	"1343.4"	"1"
"8077508498489756046"	"False"	"High"	"IsMasterProtein"	"FBgn0034153"	"FBgn0034153"	"0.000"	"64.840"	"72"	"11"	"103"	"11"	"132"	"14.8"	"6.10"	"1539"	"11"	"0"	"25421.3"	"22.57"	"32230.8"	"25991.2"	"33888.9"	"24863.9"	"19549.9"	"20469.2"	"1"
"7762347993881718165"	"False"	"High"	"IsMasterProtein"	"FBgn0001112"	"FBgn0001112"	"0.000"	"64.443"	"33"	"17"	"29"	"17"	"612"	"66.8"	"7.06"	"557"	"17"	"0"	"4446.6"	"12.32"	"4165.7"	"4449.8"	"4443.4"	"5349.2"	"3696.9"	"4689.4"	"1"
"-8472269196800308080"	"False"	"High"	"IsMasterProtein"	"FBgn0016123"	"FBgn0016123"	"0.000"	"63.581"	"29"	"16"	"18"	"16"	"596"	"65.2"	"6.29"	"384"	"16"	"0"	"2806.0"	"82.52"	"1849.6"	"1003.9"	"1105.2"	"8713.9"	"4256.9"	"4491.3"	"1"
"56187892568250838"	"False"	"High"	"IsMasterProtein"	"FBgn0037862"	"FBgn0037862"	"0.000"	"62.668"	"29"	"19"	"24"	"16"	"783"	"85.0"	"7.11"	"493"	"19"	"3"	"5348.2"	"24.57"	"5293.9"	"3816.3"	"5403.0"	"6057.2"	"2981.5"	"5640.8"	"1"
"-4462377449821550214"	"False"	"High"	"IsMasterProtein"	"FBgn0001233"	"FBgn0001233"	"0.000"	"62.001"	"27"	"18"	"21"	"18"	"717"	"81.8"	"5.02"	"424"	"18"	"0"	"2835.9"	"39.66"	"5243.8"	"2068.9"	"2180.6"	"3616.5"	"3839.4"	"2223.8"	"1"
"439120440089302859"	"False"	"High"	"IsMasterProtein"	"FBgn0040028"	"FBgn0040028"	"0.000"	"61.656"	"29"	"16"	"23"	"16"	"601"	"69.2"	"7.78"	"354"	"16"	"0"	"5487.5"	"25.48"	"5385.9"	"4399.8"	"5843.2"	"5591.0"	"2588.5"	"5713.5"	"1"
"7004659062772410190"	"False"	"High"	"IsMasterProtein"	"FBgn0028479"	"FBgn0028479"	"0.000"	"61.613"	"26"	"19"	"23"	"19"	"783"	"84.0"	"9.17"	"636"	"19"	"0"	"2279.1"	"81.77"	"1242.8"	"851.3"	"778.1"	"6932.3"	"4179.5"	"4464.0"	"1"
"-261281453813989343"	"False"	"High"	"IsMasterProtein"	"FBgn0002773"	"FBgn0002773"	"0.000"	"61.228"	"69"	"12"	"37"	"12"	"222"	"23.7"	"4.81"	"603"	"12"	"0"	"4021.0"	"87.93"	"1864.1"	"1491.8"	"1407.0"	"13999.1"	"13054.9"	"8673.8"	"1"
"-1836399445559021663"	"False"	"High"	"IsMasterProtein"	"FBgn0040093"	"FBgn0040093"	"0.000"	"60.984"	"30"	"11"	"31"	"11"	"328"	"34.8"	"5.20"	"561"	"11"	"0"	"5525.4"	"19.16"	"6208.8"	"5469.0"	"5532.5"	"5961.2"	"3338.6"	"5518.2"	"1"
"-7553670648890821112"	"False"	"High"	"IsMasterProtein"	"FBgn0031406"	"FBgn0031406"	"0.000"	"60.399"	"67"	"9"	"25"	"9"	"255"	"27.4"	"7.17"	"580"	"9"	"0"	"1465.9"	"103.32"	"8481.3"	"6866.3"	"7477.1"	"313.0"	"215.7"	"231.7"	"1"
"5914963326828755129"	"False"	"High"	"IsMasterProtein"	"FBgn0041712"	"FBgn0041712"	"0.000"	"60.347"	"26"	"8"	"25"	"8"	"432"	"48.7"	"7.40"	"507"	"8"	"0"	"932.2"	"101.13"	"4209.1"	"4474.2"	"3828.0"	"227.0"	"158.5"	"142.1"	"1"
"3414846603263263571"	"False"	"High"	"IsMasterProtein"	"FBgn0032010"	"FBgn0032010"	"0.000"	"60.307"	"21"	"20"	"24"	"20"	"1603"	"175.2"	"8.75"	"388"	"20"	"0"	"1286.1"	"85.34"	"625.6"	"586.6"	"512.5"	"4700.4"	"2644.1"	"3351.7"	"1"
"5836831946382321387"	"False"	"High"	"IsMasterProtein"	"FBgn0265180"	"FBgn0265180"	"0.000"	"60.257"	"41"	"12"	"19"	"12"	"440"	"49.7"	"6.11"	"451"	"12"	"0"	"770.8"	"76.80"	"415.4"	"484.8"	"413.9"	"2175.3"	"2408.8"	"1225.4"	"1"
"-2222816769007789973"	"False"	"High"	"IsMasterProtein"	"FBgn0261800"	"FBgn0261800"	"0.000"	"59.946"	"10"	"19"	"21"	"19"	"1788"	"198.2"	"5.33"	"467"	"19"	"0"	"1254.0"	"88.08"	"645.9"	"420.8"	"391.2"	"4372.9"	"3362.3"	"2434.7"	"1"
"8463048348747392036"	"False"	"High"	"IsMasterProtein"	"FBgn0027580"	"FBgn0027580"	"0.000"	"59.631"	"18"	"20"	"24"	"20"	"1197"	"132.6"	"6.64"	"439"	"20"	"0"	"3624.5"	"46.93"	"2835.9"	"2144.4"	"2385.4"	"6870.3"	"4632.5"	"5416.3"	"1"
"-3443788276797409225"	"False"	"High"	"IsMasterProtein"	"FBgn0053113"	"FBgn0053113"	"0.000"	"59.200"	"30"	"13"	"19"	"13"	"607"	"65.4"	"4.87"	"414"	"13"	"0"	"2010.1"	"89.64"	"920.0"	"676.0"	"613.0"	"7276.5"	"4672.4"	"4391.7"	"1"
"-8518737102637118161"	"False"	"High"	"IsMasterProtein"	"FBgn0036568"	"FBgn0036568"	"0.000"	"58.923"	"30"	"13"	"19"	"10"	"622"	"67.7"	"5.12"	"481"	"13"	"0"	"1932.3"	"26.80"	"1805.3"	"1592.2"	"2326.6"	"2068.4"	"984.8"	"2181.2"	"1"
"-8808878687987942087"	"False"	"High"	"IsMasterProtein"	"FBgn0034132"	"FBgn0034132"	"0.000"	"58.606"	"31"	"13"	"33"	"12"	"534"	"57.7"	"8.46"	"798"	"13"	"2"	"3254.2"	"27.48"	"3205.7"	"2516.3"	"3303.4"	"3546.2"	"1521.3"	"3686.5"	"1"
"8165134470875976978"	"False"	"High"	"IsMasterProtein"	"FBgn0034229"	"FBgn0034229"	"0.000"	"58.562"	"38"	"12"	"20"	"12"	"420"	"44.0"	"6.43"	"361"	"12"	"0"	"2810.4"	"17.15"	"2831.4"	"2447.1"	"2789.6"	"3069.2"	"2015.2"	"3359.6"	"1"
"-7420044293553199763"	"False"	"High"	"IsMasterProtein"	"FBgn0038294"	"FBgn0038294"	"0.000"	"58.127"	"44"	"14"	"41"	"14"	"365"	"41.6"	"9.39"	"868"	"14"	"0"	"3414.3"	"86.72"	"1447.5"	"1267.7"	"1241.5"	"11972.2"	"9755.5"	"8053.7"	"1"
"6021138569818417798"	"False"	"High"	"IsMasterProtein"	"FBgn0039104"	"FBgn0039104"	"0.000"	"57.497"	"59"	"11"	"23"	"11"	"229"	"25.1"	"9.88"	"593"	"11"	"0"	"1834.7"	"26.58"	"1831.0"	"1473.8"	"2006.0"	"1838.5"	"832.4"	"1903.0"	"1"
"6045687374590598881"	"False"	"High"	"IsMasterProtein"	"FBgn0039562"	"FBgn0039562"	"0.000"	"57.031"	"18"	"13"	"17"	"13"	"787"	"90.2"	"5.02"	"484"	"13"	"0"	"2112.3"	"33.15"	"2322.9"	"1280.1"	"1316.1"	"3023.6"	"2408.4"	"1920.8"	"1"
"-6111186849858832547"	"False"	"High"	"IsMasterProtein"	"FBgn0033942"	"FBgn0033942"	"0.000"	"55.774"	"60"	"10"	"45"	"10"	"144"	"16.4"	"4.89"	"870"	"10"	"0"	"4263.0"	"14.48"	"4021.7"	"4013.5"	"3697.5"	"5394.6"	"4518.9"	"4919.3"	"1"
"-935446253219042208"	"False"	"High"	"IsMasterProtein"	"FBgn0001218"	"FBgn0001218"	"0.000"	"55.337"	"26"	"15"	"19"	"11"	"656"	"72.2"	"5.36"	"442"	"15"	"0"	"2299.0"	"50.47"	"1986.2"	"1228.5"	"1197.5"	"4346.9"	"3336.2"	"2660.9"	"1"
"-5119109731040830656"	"False"	"High"	"IsMasterProtein"	"FBgn0036970"	"FBgn0036970"	"0.000"	"54.938"	"35"	"13"	"44"	"7"	"416"	"47.1"	"7.08"	"844"	"13"	"10"	"9992.2"	"10.23"	"9703.5"	"11147.7"	"10289.4"	"11477.5"	"8664.8"	"9679.1"	"1"
"-8876756391290239148"	"False"	"High"	"IsMasterProtein"	"FBgn0259975"	"FBgn0259975"	"0.000"	"54.741"	"59"	"6"	"218"	"6"	"87"	"10.2"	"10.52"	"2847"	"6"	"0"	"51324.2"	"13.72"	"59615.3"	"45569.9"	"48356.1"	"64742.8"	"49451.7"	"53267.5"	"1"
"-2552202779857799734"	"False"	"High"	"IsMasterProtein"	"FBgn0004169"	"FBgn0004169"	"0.000"	"54.528"	"34"	"15"	"29"	"15"	"397"	"47.4"	"4.64"	"586"	"15"	"0"	"4258.7"	"89.05"	"1749.7"	"1435.2"	"1416.6"	"15500.1"	"12462.7"	"10365.4"	"1"
"4212886343148864488"	"False"	"High"	"IsMasterProtein"	"FBgn0003721"	"FBgn0003721"	"0.000"	"54.374"	"22"	"17"	"33"	"16"	"711"	"80.0"	"5.44"	"837"	"17"	"0"	"3056.1"	"86.95"	"1451.7"	"1303.6"	"1185.4"	"10532.9"	"10548.7"	"6433.8"	"1"
"1680224267979432876"	"False"	"High"	"IsMasterProtein"	"FBgn0002645"	"FBgn0002645"	"0.000"	"54.289"	"15"	"14"	"16"	"14"	"1185"	"126.6"	"4.86"	"364"	"14"	"0"	"685.5"	"55.09"	"441.3"	"426.6"	"467.6"	"1535.9"	"1068.4"	"1005.0"	"1"
"2608455650863401595"	"False"	"High"	"IsMasterProtein"	"FBgn0042119"	"FBgn0042119"	"0.000"	"54.208"	"65"	"6"	"33"	"6"	"106"	"11.4"	"4.53"	"618"	"6"	"0"	"3212.7"	"82.48"	"533.3"	"3028.6"	"435.8"	"7526.8"	"3408.0"	"6380.4"	"1"
"-2553121334985817627"	"False"	"High"	"IsMasterProtein"	"FBgn0010352"	"FBgn0010352"	"0.000"	"53.898"	"18"	"15"	"16"	"14"	"1105"	"122.8"	"6.93"	"321"	"15"	"0"	"1338.1"	"76.91"	"714.7"	"542.4"	"575.9"	"3838.2"	"2732.3"	"2505.3"	"1"
"-4598480690435705076"	"False"	"High"	"IsMasterProtein"	"FBgn0283427"	"FBgn0283427"	"0.000"	"53.663"	"8"	"20"	"21"	"20"	"2540"	"277.8"	"6.65"	"373"	"20"	"0"	"1525.3"	"31.88"	"1352.7"	"1077.4"	"881.1"	"2080.0"	"1719.9"	"1931.6"	"1"
"6278811468329152508"	"False"	"High"	"IsMasterProtein"	"FBgn0017566"	"FBgn0017566"	"0.000"	"53.023"	"22"	"15"	"20"	"15"	"731"	"78.6"	"6.84"	"455"	"15"	"0"	"2661.9"	"59.55"	"1855.9"	"1332.5"	"1660.6"	"6168.7"	"3817.9"	"4009.0"	"1"
"-2023129085232699580"	"False"	"High"	"IsMasterProtein"	"cRAP040"	"Keratin, type I cytoskeletal 15 OS=Ovis aries GN=KRT15 PE=2 SV=1"	"0.000"	"51.984"	"13"	"9"	"42"	"3"	"453"	"48.7"	"4.79"	"905"	"9"	"0"	"1053.7"	"41.74"	"560.1"	"921.6"	"1375.0"	"1204.8"	"915.2"	"1959.8"	"1"
"4808534464295628995"	"False"	"High"	"IsMasterProtein"	"FBgn0033504"	"FBgn0033504"	"0.000"	"51.935"	"8"	"17"	"18"	"17"	"2505"	"282.4"	"5.95"	"446"	"17"	"0"	"483.0"	"83.94"	"245.0"	"178.1"	"176.5"	"1531.7"	"1353.6"	"952.2"	"1"
"2769611584341346536"	"False"	"High"	"IsMasterProtein"	"FBgn0261260"	"FBgn0261260"	"0.000"	"51.864"	"4"	"17"	"18"	"17"	"4769"	"529.8"	"5.57"	"495"	"17"	"0"	"977.2"	"69.18"	"560.6"	"642.2"	"419.5"	"2613.7"	"1486.9"	"1867.0"	"1"
"5945279742829311819"	"False"	"High"	"IsMasterProtein"	"FBgn0052436"	"FBgn0052436"	"0.000"	"51.678"	"9"	"17"	"18"	"17"	"1737"	"200.9"	"6.23"	"326"	"17"	"0"	"1919.1"	"26.77"	"1851.9"	"1544.0"	"1988.8"	"2017.8"	"874.4"	"2106.9"	"1"
"-3372103321923184562"	"False"	"High"	"IsMasterProtein"	"FBgn0003423"	"FBgn0003423"	"0.000"	"51.622"	"28"	"15"	"18"	"15"	"681"	"77.1"	"8.97"	"362"	"15"	"0"	"2305.1"	"37.68"	"2296.1"	"1636.5"	"2169.4"	"4370.8"	"2314.2"	"3577.3"	"1"
"-2199962128191512358"	"False"	"High"	"IsMasterProtein"	"FBgn0039425"	"FBgn0039425"	"0.000"	"51.537"	"42"	"14"	"19"	"14"	"364"	"40.2"	"7.44"	"394"	"14"	"0"	"2893.4"	"26.26"	"2782.8"	"2284.5"	"3008.4"	"3028.0"	"1328.4"	"3041.8"	"1"
"-7625724129346085575"	"False"	"High"	"IsMasterProtein"	"FBgn0034420"	"FBgn0034420"	"0.000"	"51.485"	"21"	"14"	"16"	"14"	"955"	"103.8"	"7.59"	"455"	"14"	"0"	"716.0"	"74.13"	"394.3"	"378.5"	"395.5"	"2197.7"	"1296.1"	"1621.9"	"1"
"2365100359354609383"	"False"	"High"	"IsMasterProtein"	"FBgn0033446"	"FBgn0033446"	"0.000"	"51.459"	"61"	"14"	"17"	"14"	"232"	"24.2"	"9.09"	"477"	"14"	"0"	"2286.0"	"46.60"	"1581.6"	"1632.8"	"1434.9"	"4365.1"	"3200.7"	"3219.9"	"1"
"-6474149749100383919"	"False"	"High"	"IsMasterProtein"	"FBgn0016075"	"FBgn0016075"	"0.000"	"51.082"	"8"	"13"	"20"	"13"	"1940"	"193.7"	"6.43"	"654"	"13"	"0"	"840.2"	"94.93"	"415.4"	"235.9"	"187.5"	"3296.9"	"2520.4"	"1699.5"	"1"
"99897158787648638"	"False"	"High"	"IsMasterProtein"	"FBgn0050045"	"FBgn0050045"	"0.000"	"50.978"	"63"	"5"	"19"	"5"	"144"	"15.6"	"4.81"	"557"	"5"	"0"	"1861.7"	"91.04"	"88.6"	"1373.9"	"75.6"	"4568.4"	"2522.8"	"3715.6"	"1"
"-2256202106234624655"	"False"	"High"	"IsMasterProtein"	"FBgn0004397"	"FBgn0004397"	"0.000"	"50.581"	"20"	"18"	"18"	"18"	"961"	"106.2"	"6.70"	"493"	"18"	"0"	"781.0"	"79.96"	"445.8"	"359.7"	"289.7"	"2327.5"	"2126.9"	"1368.2"	"1"
"3774068792238903358"	"False"	"High"	"IsMasterProtein"	"FBgn0083966"	"FBgn0083966"	"0.000"	"50.510"	"28"	"7"	"23"	"7"	"297"	"32.9"	"8.66"	"457"	"7"	"0"	"2309.4"	"21.33"	"2210.8"	"2589.9"	"2591.4"	"2412.3"	"1397.5"	"1896.6"	"1"
"2011136954750066282"	"False"	"High"	"IsMasterProtein"	"FBgn0263594"	"FBgn0263594"	"0.000"	"49.657"	"25"	"11"	"16"	"11"	"545"	"59.7"	"9.06"	"345"	"11"	"0"	"809.1"	"74.98"	"418.3"	"372.3"	"371.7"	"2275.9"	"1825.5"	"1564.9"	"1"
"-2055963002204701943"	"False"	"High"	"IsMasterProtein"	"FBgn0265267"	"FBgn0265267"	"0.000"	"49.483"	"25"	"10"	"17"	"10"	"468"	"51.1"	"5.34"	"442"	"10"	"0"	"2139.0"	"13.22"	"2197.1"	"2067.5"	"2082.5"	"2759.4"	"2057.2"	"2577.9"	"1"
"9026199541768542821"	"False"	"High"	"IsMasterProtein"	"FBgn0001258"	"FBgn0001258"	"0.000"	"49.155"	"36"	"8"	"17"	"8"	"332"	"35.5"	"7.08"	"326"	"8"	"0"	"2662.0"	"41.21"	"3880.6"	"2980.4"	"3040.2"	"2377.6"	"1127.1"	"1532.4"	"1"
"482630175017537258"	"False"	"High"	"IsMasterProtein"	"FBgn0069354"	"FBgn0069354"	"0.000"	"49.075"	"47"	"11"	"23"	"11"	"293"	"31.9"	"5.21"	"448"	"11"	"0"	"3579.1"	"26.30"	"3533.6"	"2733.1"	"3625.2"	"3836.9"	"1745.1"	"3986.4"	"1"
"7879101251729813815"	"False"	"High"	"IsMasterProtein"	"FBgn0266446"	"FBgn0266446"	"0.000"	"48.309"	"30"	"15"	"21"	"14"	"619"	"68.6"	"5.06"	"456"	"15"	"1"	"2034.2"	"88.99"	"818.6"	"799.8"	"791.4"	"7941.6"	"6445.9"	"5054.9"	"1"
"-8757564914486842255"	"False"	"High"	"IsMasterProtein"	"FBgn0003360"	"FBgn0003360"	"0.000"	"47.845"	"46"	"16"	"28"	"12"	"312"	"34.2"	"9.80"	"667"	"16"	"4"	"4687.2"	"84.31"	"2416.9"	"1656.5"	"1995.1"	"15697.4"	"9090.1"	"9356.3"	"1"
"-5127541955921647565"	"False"	"High"	"IsMasterProtein"	"FBgn0013810"	"FBgn0013810"	"0.000"	"47.736"	"4"	"17"	"17"	"16"	"4024"	"460.9"	"5.94"	"377"	"17"	"1"	"1022.2"	"21.30"	"976.6"	"801.0"	"1081.4"	"1093.9"	"596.8"	"1070.0"	"1"
"-7700245623573476128"	"False"	"High"	"IsMasterProtein"	"FBgn0005671"	"FBgn0005671"	"0.000"	"47.368"	"31"	"12"	"20"	"12"	"490"	"54.5"	"5.40"	"469"	"12"	"0"	"1802.5"	"80.91"	"1138.2"	"696.2"	"716.8"	"5583.4"	"3196.1"	"2854.3"	"1"
"-1631143315178689908"	"False"	"High"	"IsMasterProtein"	"FBgn0028371"	"FBgn0028371"	"0.000"	"47.232"	"6"	"18"	"21"	"18"	"2990"	"322.6"	"7.44"	"350"	"18"	"0"	"1004.1"	"74.81"	"532.7"	"575.8"	"452.2"	"2999.0"	"1750.9"	"1993.1"	"1"
"6088208106966766930"	"False"	"High"	"IsMasterProtein"	"FBgn0039597"	"FBgn0039597"	"0.000"	"47.103"	"28"	"9"	"38"	"9"	"330"	"37.5"	"7.23"	"567"	"9"	"0"	"8335.6"	"22.30"	"10531.9"	"9296.1"	"8516.0"	"8159.0"	"5094.8"	"7612.3"	"1"
"-2818600421829399542"	"False"	"High"	"IsMasterProtein"	"FBgn0032265"	"FBgn0032265"	"0.000"	"47.006"	"25"	"8"	"25"	"8"	"422"	"47.9"	"6.27"	"437"	"8"	"0"	"2771.5"	"16.56"	"2750.5"	"2407.0"	"2792.6"	"3454.8"	"2286.4"	"3307.4"	"1"
"1884651297099836070"	"False"	"High"	"IsMasterProtein"	"FBgn0032774"	"FBgn0032774"	"0.000"	"47.000"	"32"	"6"	"19"	"6"	"287"	"28.9"	"9.19"	"694"	"6"	"0"	"753.2"	"27.35"	"673.9"	"667.4"	"702.8"	"1240.5"	"807.2"	"1029.0"	"1"
"-1144662657950453443"	"False"	"High"	"IsMasterProtein"	"FBgn0032464"	"FBgn0032464"	"0.000"	"46.449"	"18"	"14"	"21"	"8"	"743"	"82.3"	"5.21"	"327"	"14"	"0"	"809.4"	"24.63"	"833.2"	"667.3"	"830.9"	"890.8"	"398.5"	"788.4"	"1"
"4176987324076504147"	"False"	"High"	"IsMasterProtein"	"FBgn0029807"	"FBgn0029807"	"0.000"	"46.436"	"14"	"14"	"16"	"14"	"1132"	"125.3"	"4.28"	"395"	"14"	"0"	"1973.3"	"30.35"	"1253.8"	"1859.7"	"1385.1"	"2831.7"	"2358.7"	"2093.9"	"1"
"-4275532648264407993"	"False"	"High"	"IsMasterProtein"	"FBgn0030828"	"FBgn0030828"	"0.000"	"46.279"	"24"	"7"	"26"	"7"	"411"	"44.4"	"6.70"	"394"	"7"	"0"	"3399.1"	"29.47"	"2602.1"	"3249.6"	"3012.0"	"5658.5"	"4194.3"	"3555.6"	"1"
"-8549386853349997965"	"False"	"High"	"IsMasterProtein"	"FBgn0030731"	"FBgn0030731"	"0.000"	"46.128"	"23"	"10"	"10"	"10"	"598"	"64.0"	"6.57"	"409"	"10"	"0"	"465.9"	"89.86"	"221.0"	"165.1"	"119.5"	"1672.4"	"981.9"	"1110.9"	"1"
"-7793765554896854569"	"False"	"High"	"IsMasterProtein"	"FBgn0263391"	"FBgn0263391"	"0.000"	"45.926"	"8"	"13"	"20"	"13"	"1833"	"205.1"	"5.07"	"308"	"13"	"0"	"1011.8"	"95.65"	"436.6"	"301.1"	"253.7"	"4084.5"	"2344.6"	"2356.3"	"1"
