"FBgn" "gene_symbol" "chrom" "signal" "ML.omega" "tau" "tissuemax" "BURU" "OVDU" "SRU" "STU" "POU" "FBU" "WF" "FRT.WF" "Enrich" "BUR.enrich" "OVD.enrich" "SR.enrich" "ST.enrich" "PO.enrich" "FB.enrich" "FM" "SFP" "Testis" "AG" "Gut" "Carcass" "HeadAvg" "OvaryAvg" "tissuemaxME" "BUR.6" "BUR.24" "BUR.post" "OVD.6" "OVD.24" "OVD.post" "SR.6" "SR.24" "SR.post" "ST.6" "ST.24" "ST.post" "PO.6" "PO.24" "PO.post" "FB.6" "FB.24" "FB.post" "FRT.up6" "FRT.up24" "FRT.down6" "FRT.down24"
"FBgn0032475" "Sfmbt" "2" "No Signal" 0.0448 0.708377445743 "NotSpec" 3.70085327797154 4.02507013549659 3.71558807274701 4.50879214469138 4.31594637999843 2.85506402995249 5.65376124440083 "Not" NA NA NA NA NA NA NA 2.39 NA 2 2.58496250072116 2.32192809488736 2.58496250072116 2.75488750216347 5.76818432477693 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0039350" "jigr1" "3" "No Signal" 0.1899 0.870743401168647 "NotSpec" 4.19739545552836 4.55851360795028 4.23669773210407 4.42306005389945 3.95573886166203 2.53772953756697 6.98605087447454 "Not" NA NA NA NA NA NA NA 2.67 NA 3.32192809488736 2.58496250072116 3.32192809488736 3.70043971814109 4.02236781302845 7.2667865406949 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0086898" "dgo" "2" "No Signal" 0.0787 0.49509661506439 "NotSpec" 2.91733655048659 1.83260637562562 2.63306827360754 1.88460350087017 2.19146591499135 0.300953382306983 2.72223313716844 "Not" NA NA NA NA NA NA NA 1.42 NA 0 1 1 2 1.90689059560852 3.70043971814109 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0086895" "pea" "2" "No Signal" 0.0466 0.774944918412091 "NotSpec" 2.35527212686739 2.63018048445053 2.44421818557149 2.34429316682587 2.37748394961087 1.13354523619288 4.18545254389762 "Not" NA NA NA NA NA NA NA 2.32 NA 1 1.58496250072116 2.32192809488736 2.32192809488736 2.16992500144231 5.12928301694497 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0003048" "pcx" "X" "No Signal" 0.0996 0.382421911664731 "NotSpec" 2.83687216014846 3.73265380891476 3.44671323314123 2.91529893093421 3.55122371775662 1.64694368210115 3.47340152198738 "Not" NA NA NA NA NA NA NA 1.22 NA 2.32192809488736 2.32192809488736 2.32192809488736 2 2.39231742277876 3.90689059560852 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0003511" "Sry-beta" "3" "No Signal" 0.0211 0.862706042486574 "NotSpec" 2.65690309677555 2.62313429712802 2.34655141349565 2.59205188110605 2.13878795656319 2.38356159000588 5.08855571670813 "Not" NA NA NA NA NA NA NA 0.848 NA 3.4594316186373 2 1.58496250072116 1.58496250072116 1.8073549220576 3.58496250072116 "Ovary" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0003510" "Sry-alpha" "3" "No Signal" 0.0837 0.312449800118498 "NotSpec" 1.28089447735952 1.18947584513008 1.24987095845073 1.85508418783788 1.50532711598381 1.81309367093027 1.74729399505273 "Not" NA NA NA NA NA NA NA 0.848 NA 3.4594316186373 2 1.58496250072116 1.58496250072116 1.8073549220576 3.58496250072116 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0003512" "Sry-delta" "3" "No Signal" 0.037 0.586982657277398 "NotSpec" 4.07697472048402 3.89355513844829 3.64571913558052 4.26103757497699 3.81225203214257 5.26277059956866 5.5025826868471 "Not" NA NA NA NA NA NA NA 0.807 NA 5.32192809488736 4.4594316186373 3.8073549220576 3.32192809488736 3.49185309632967 5.28540221886225 "Testis" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0003514" "sqh" "X" "No Signal" 0.0011 0.456601713413195 "NotSpec" 7.13268908649119 6.83309341440048 7.03792876435088 7.65760851506879 7.50982412008504 5.28543269039633 5.75620510196486 "Higher" NA NA NA NA "ST" NA NA 0.0969 NA 7.17990909001493 8.28540221886225 8.01680828768655 7.01122725542325 7.24079133216196 7.36194377373524 "AG" "Up" NA "Transient Up" NA NA NA "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA 2 0 0 0
"FBgn0003041" "pbl" "3" "No Signal" 0.0579 0.869546168487731 "NotSpec" 3.78824837752765 2.88906524529184 3.89045862633079 1.42440718789996 1.10323359786899 0.209310628490419 5.55604359558028 "Not" NA NA NA NA NA NA NA 2.1 NA 1.58496250072116 1.58496250072116 1.58496250072116 2 1.32192809488736 5.55458885167764 "Ovary" "Up" "Up" "Persist Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0
"FBgn0042627" "FASN2" "2" "No Signal" 0.0473 0.849199523832333 "NotSpec" 1.00662651437049 1.40344738715569 2.07192567171038 2.04761927278048 2.52652388483807 5.77381887216245 5.16369431853161 "Not" NA NA NA NA NA NA NA -2.64 NA 2.32192809488736 1.58496250072116 2 6.55458885167764 0.807354922057604 0 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Down" NA "Transient Down" 0 0 0 0
"FBgn0053460" "CG33460" "2" "Signal" 0.5183 0.899706660638117 "NotSpec" 0.876088049383719 1.15032191901084 3.83819017747631 0.987945904968781 1.57107694906843 4.9949708759475 0.351011698917547 "Higher" NA NA NA "SR" NA NA "FB" -0.585 NA 0 0 0 1 1.58496250072116 0 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Down" NA "Transient Down" 0 0 0 0
"FBgn0035293" "CG5687" "3" "Signal" 0.0482 0.907001090785927 "OVD" 9.811982790585 10.8622008859113 6.6526851289282 3.62987493958727 4.43309035963152 2.16351241373235 2.62232938508393 "Higher" NA "BUR" "OVD" "SR" NA "PO" NA -1.44 NA 2.32192809488736 3.90689059560852 1 4.08746284125034 3.78135971352466 0 "Carcass" "Down" NA "Transient Down" "Down" NA "Transient Down" "Down" NA "Transient Down" "Down" NA "Transient Down" NA NA NA NA NA NA 0 0 4 1
"FBgn0035290" "dsb" "3" "No Signal" 0.0584 0.93442763002136 "BUR" 3.24479669704234 0.576758591835918 0.536518871806952 0.22684759686044 0.269325124268846 0.194534334255443 1.5231866079463 "Higher" NA "BUR" NA NA NA NA NA -0.807 NA 1 0 0 1 2.24792751344359 0 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0053468" "CG33468" "2" "No Signal" 0.1686 0.73429726785898 "NotSpec" 4.04686850846294 2.38214538130545 3.59340438545882 2.28600256217292 1.50289852961739 2.22194811767076 0.131716732272433 "Higher" NA "BUR" "OVD" "SR" "ST" NA "FB" -0.585 NA 0 0 2.32192809488736 1 0.584962500721156 0.584962500721156 "Gut" "Up" NA "Transient Up" "Up" "Up" "Persist Up" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA 3 1 0 0
"FBgn0053469" "CG33469" "2" "No Signal" 0.256 0.598908249670768 "NotSpec" 2.05586611737093 0.374785445906355 1.91381135284169 1.02116378866239 1.63318343678906 2.2946632416455 0.065988634990495 "Higher" NA "BUR" NA "SR" NA NA "FB" 0 NA 0 1.58496250072116 2 1 0 0 "Gut" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0035294" "Mfap1" "3" "No Signal" 0.0339 0.487624648873708 "NotSpec" 3.30220602881353 3.09890195838178 3.24469964720825 3.29756336686007 3.17918180087952 2.6448205385896 4.02735414599781 "Not" NA NA NA NA NA NA NA 0.755 NA 4.75488750216347 4.75488750216347 4.08746284125034 3.8073549220576 4.28540221886225 5.32192809488736 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0263087" "CG43355" "2" "No Signal" NA 0.973475360954754 "FB" 0 0.593512257318675 0.309206245407081 0 1.04709349889236 3.77607115696361 0.271214842608947 "Not" NA NA NA NA NA NA "FB" 0 NA 1 0 1 0 0.321928094887362 0 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0263083" "CG43351" "2" "Signal" 0.1515 0.986248001598163 "FB" 2.98785618200896 3.13463423150842 4.17552250778519 3.95994633988453 4.40635277909173 9.75357712402133 2.48297617053246 "Not" NA NA NA NA NA NA "FB" -0.692 NA 1.58496250072116 2 2.58496250072116 5.6724253419715 6.21431912080077 0 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0035204" "CG2277" "3" "No Signal" 0.1193 0.479139175928514 "NotSpec" 4.62347188430248 3.63996939589239 4.36408344081906 3.23846156208366 2.97620859012465 5.0211982253108 4.87502923366482 "Not" NA NA NA NA NA NA NA -1.71 NA 8.25266543245025 4.39231742277876 3.16992500144231 2.32192809488736 2.52356195605701 3.52356195605701 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0052594" "be" "X" "Signal" 0.2959 0.725179740506646 "NotSpec" 3.79364906860603 4.15377967333115 5.0661146795931 2.81492246528111 4.01178412585719 0.534431533789524 1.7256123595957 "Higher" NA "BUR" "OVD" "SR" NA "PO" NA -0.585 NA 1 2 2.58496250072116 2.8073549220576 2.52356195605701 3.39231742277876 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0052590" "CG32590" "X" "No Signal" 0.0713 0.303823078119065 "NotSpec" 2.13441361640636 2.02924771544577 1.92596357885633 1.62370911587058 1.69145979362533 1.81849737406414 1.28819893499719 "Not" NA NA NA NA NA NA NA 0.807 NA 0 1 2 1.58496250072116 2.32192809488736 3.32192809488736 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0035206" "CG9186" "3" "No Signal" 0.032 0.410299101196307 "NotSpec" 4.76107151010129 5.09596709678548 5.02757238904752 5.76192103809767 5.55219912635695 6.08119413472954 5.5513938349917 "Not" NA NA NA NA NA NA NA 0.807 NA 3 4.16992500144231 3.8073549220576 3.58496250072116 3.52356195605701 4.52356195605701 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0039417" "CG6073" "3" "No Signal" 0.038 0.649893695343295 "NotSpec" 2.8590674801468 2.73894162016171 2.63425841357611 3.07324698156041 2.88418995795193 3.70479836066654 4.42356782254294 "Not" NA NA NA NA NA NA NA 2.12 NA 4.16992500144231 2.58496250072116 2.58496250072116 2.58496250072116 1.90689059560852 4.7279204545632 "Ovary" "Up" NA "Transient Up" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA 2 1 0 0
"FBgn0261020" "wol" "2" "No Signal" 0.051 0.674221977651748 "NotSpec" 3.94981786589979 4.25406197141633 4.54516538397657 6.30010084446359 6.12842119484953 3.95750150023651 3.87735132611442 "Higher" "Gland" NA NA NA "ST" "PO" NA 0.273 NA 3.70043971814109 4.08746284125034 4 2.8073549220576 2.70043971814109 4.12928301694497 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0039943" "CG17168" "X" "No Signal" 0.2355 0.406348624091602 "NotSpec" 4.2337651920683 3.9610660295056 4.05967859751215 3.8271704812722 3.52991635487314 3.30580355002314 4.564113029104 "Not" NA NA NA NA NA NA NA 1.82 NA 2.32192809488736 3.4594316186373 4 3.90689059560852 4.4262647547021 5.98868468677217 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032222" "CG5037" "2" "No Signal" 0.1026 0.433276243826034 "NotSpec" 5.7073418966709 5.3018573999547 4.79853903270731 4.58750576756946 3.92783208600973 5.98344267588214 5.88143077550989 "Not" NA NA NA NA NA NA NA -0.392 NA 5.04439411935845 3.4594316186373 4.4594316186373 4.64385618977472 4.32192809488736 5 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0030341" "p24-1" "X" "Signal" 0.0586 0.701825031174436 "NotSpec" 5.19101764528014 5.27897862217274 5.89367904552552 7.348172406473 7.67854795480807 5.18356465074267 5.19535119630099 "Higher" NA NA NA NA NA "PO" NA 0.202 NA 4.24792751344359 6.70043971814109 4.16992500144231 4.08746284125034 3.75488750216347 4.52356195605701 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 0 0 0 0
"FBgn0036035" "CG18178" "3" "No Signal" 0.1443 0.468089739248118 "NotSpec" 2.03262847733423 3.10651646141129 2.74809635059141 2.04909883309867 2.66676472229944 1.26206714863402 2.72244659527693 "Not" NA NA NA NA NA NA NA 0.624 NA 6.10852445677817 5.32192809488736 4.58496250072116 4.70043971814109 3.95419631038688 6.70043971814109 "Ovary" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0038404" "CG8925" "3" "No Signal" 0.0701 0.98895398940774 "PO" 1.18435477695647 1.84850571524272 2.0971715106655 5.40487880289192 9.64289829563591 2.03874947361658 1.19573844656278 "Higher" "Gland" NA NA NA "ST" "PO" NA -1.58 NA 1 1.58496250072116 3 1 0 0 "Gut" NA NA NA NA NA NA NA NA NA "Down" "Down" "Persist Down" NA NA NA NA NA NA 0 0 1 1
"FBgn0038401" "CG5916" "3" "No Signal" 0.0305 0.853348923482891 "NotSpec" 1.54604468220948 1.8098428653451 1.5679570943166 2.04490533406434 1.65137217746023 1.91300779026613 4.12047764881257 "Not" NA NA NA NA NA NA NA 2.43 NA 1 1 2 1 2 4.49185309632967 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0039945" "CG17159" "X" "No Signal" 0.5133 0.568629058228531 "NotSpec" 2.80120669635568 2.65015271546817 2.03475847948207 1.64392874423128 2.52049477376608 0 0.280343195816635 "Not" NA NA NA NA NA NA NA 1.58 NA 1.58496250072116 2.58496250072116 3 3 5.38370429247405 5.33985000288462 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032224" "Sps2" "2" "No Signal" NA 0.683239209634343 "NotSpec" 5.58823876235003 5.66567643522046 5.1397768165493 4.95325675781988 4.69961868047129 6.72194373937173 3.76921999958444 "Higher" NA NA "OVD" NA NA NA "FB" 1.05 NA 1.58496250072116 2.32192809488736 3.16992500144231 2.8073549220576 2.58496250072116 4.20945336562895 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0029502" "Coq7" "X" "No Signal" 0.1046 0.525093625572406 "NotSpec" 5.34719600719542 4.97004250694617 4.4798589019392 4.08799244370058 3.84848556359457 3.61595767165333 4.44718987476524 "Not" NA NA NA NA NA NA NA -0.115 NA 4.24792751344359 4.64385618977472 4.70043971814109 5.52356195605701 5.14974711950468 5.49185309632967 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0266694" "lncRNA:CR45184" "3" "No Signal" NA 0.636721060684865 "NotSpec" 3.43109667508716 3.49460565748459 3.9826043217311 5.22031633226218 5.00116822073124 4.83799483960961 5.91975782420602 "Not" NA NA NA NA NA NA NA 0 NA 0 0 0 0 0.584962500721156 1.32192809488736 "Ovary" "Up" NA "Transient Up" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA 2 1 0 0
"FBgn0266696" "Svil" "3" "No Signal" 0.2712 0.444473502417624 "NotSpec" 7.12271321307537 7.20224224362707 7.40910716078844 6.99941157678685 6.76317134387245 3.78827224846783 5.008122414825 "Higher" NA NA "OVD" "SR" "ST" NA NA -1.29 NA 5.32192809488736 4.70043971814109 4 3.8073549220576 4.3037807481771 4.52356195605701 "Testis" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0031972" "Wwox" "2" "No Signal" 0.0362 0.435337192456225 "NotSpec" 3.37881023000797 3.73471929788413 3.36897135615719 3.57814541959093 3.05923605744038 4.21522093724671 3.48745154275253 "Not" NA NA NA NA NA NA NA 0.637 NA 2.8073549220576 2.58496250072116 2.32192809488736 1.58496250072116 2.39231742277876 3.32192809488736 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0031970" "CG7227" "2" "No Signal" 0.09 0.940273714723932 "FB" 0.0519402115784568 0.0424524896362957 0.0896427156242438 0.361835555270245 0.223739976269837 2.23862192437396 0.806903711778106 "Not" NA NA NA NA NA NA NA 0 NA 0 0 0 0 0 0 "NoData" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0031977" "baf" "2" "No Signal" 0.0247 0.431019359305929 "NotSpec" 5.58540513810685 4.79712613817172 5.31923473830489 4.52242183872802 4.54571958029436 5.12977966052592 4.12311957313054 "Not" NA NA NA NA NA NA NA 1.81 NA 5.04439411935845 4.08746284125034 4.39231742277876 4.16992500144231 4 6.4093909361377 "Ovary" "Up" NA "Transient Up" NA NA NA "Up" NA "Transient Up" "Up" NA "Transient Up" NA NA NA NA NA NA 3 0 0 0
"FBgn0031974" "CG12560" "2" "No Signal" 0.4302 0.553554691955613 "NotSpec" 3.61291820507038 3.01681525262182 3.64551729624917 3.49540092316709 2.29431980457373 4.19035141549745 1.67763567886054 "Higher" NA "BUR" NA "SR" "ST" NA NA 1.17 NA 1.58496250072116 2 3.4594316186373 2.58496250072116 2.75488750216347 3.90689059560852 "Ovary" NA NA NA "Up" NA "Transient Up" NA NA NA "Up" NA "Transient Up" NA NA NA NA NA NA 2 1 0 0
"FBgn0060296" "pain" "2" "No Signal" 0.088 0.800609157214525 "NotSpec" 4.61662949505655 6.1289097963952 5.12485522627963 3.2552694153773 3.79115892605631 0.507927327792084 2.09983161254962 "Higher" "Epithelial" "BUR" "OVD" "SR" NA NA NA -0.652 NA 2.8073549220576 1.58496250072116 2.8073549220576 2.8073549220576 2.85798099512757 1.58496250072116 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034184" "CG9646" "2" "No Signal" 0.0741 0.369356921079324 "NotSpec" 4.08871318799834 4.3045648244432 4.41412681076489 4.18128211035346 4.05464249188639 4.24627835062944 4.85647467678668 "Not" NA NA NA NA NA NA NA 0 NA 3.90689059560852 4.08746284125034 3.8073549220576 4 5.84549005094437 5.28540221886225 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034186" "CG8950" "2" "No Signal" 0.032 0.841619820606257 "NotSpec" 1.48578811387148 1.71147725340569 1.5504338002514 1.97985896386801 1.96654349013156 1.49260301634562 3.94362359800767 "Not" NA NA NA NA NA NA NA 1.87 NA 1.58496250072116 1 1 1 1 3.24792751344359 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034180" "Ehbp1" "2" "No Signal" 0.0835 0.447898399470782 "NotSpec" 4.52614353135123 4.44320445486144 4.3605842539448 3.32559313583163 4.02262106073456 2.12553672676448 2.60285086503015 "Higher" NA NA "OVD" NA NA NA NA -0.7 NA 4 3.58496250072116 3.70043971814109 4.8073549220576 4.8703647195834 3.95419631038688 "Head" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA "Up" "Up" "Persist Up" 0 0 1 0
"FBgn0034181" "CG8963" "2" "No Signal" 0.0605 0.353110346952694 "NotSpec" 6.08941480079338 6.21658723592655 5.98426823672544 6.71009496797143 6.81808067155123 5.0962773732658 6.5759308614015 "Not" NA NA NA NA NA NA NA 0.76 NA 6 6.76818432477693 5.6724253419715 5.85798099512757 5.94251450533924 7.64745842645492 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0034182" "SmydA-7" "2" "No Signal" 0.1166 0.392624746735748 "NotSpec" 2.96923681695579 2.34639702248979 2.94551376261656 2.36509758317974 2.2273776742314 2.49771401191127 1.39125139985076 "Higher" NA "BUR" NA "SR" NA NA NA -1.42 NA 0 1 1.58496250072116 2.8073549220576 2.64385618977472 0 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0038742" "Arc42" "3" "No Signal" 0.0188 0.855537180096192 "NotSpec" 4.39167442265195 4.43336362710528 4.46912263431524 4.38380227952464 4.46293775596536 7.58495618542428 5.9972639714361 "Not" NA NA NA NA NA NA NA 0.692 NA 4.16992500144231 3 3.32192809488736 3.90689059560852 3.78135971352466 5.18982455888002 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0038740" "CG4562" "3" "No Signal" NA 0.887905553947932 "NotSpec" 1.56116718984675 1.57109985448598 1.16529480917418 1.89319707976715 0.942609114179613 0.615723314155033 3.89511566684239 "Not" NA NA NA NA NA NA NA -0.867 NA 3.32192809488736 2 6.12928301694497 1 1.8073549220576 1.8073549220576 "Gut" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0038741" "CG17186" "3" "No Signal" 0.241 0.613260320166151 "NotSpec" 1.15960668290421 1.52625184849324 1.56820256058964 1.60741800655618 1.75983907363338 0.343799178860677 2.38288091488746 "Not" NA NA NA NA NA NA NA 1.46 NA 2 2 2.58496250072116 2.58496250072116 2.39231742277876 5.44294349584873 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0038746" "Surf6" "3" "No Signal" 0.0371 0.793718807203117 "NotSpec" 2.65754430681338 3.25757407151435 2.85708491077003 3.33974029749638 3.28489171494047 3.98332882386899 5.44840135517775 "Not" NA NA NA NA NA NA NA 3.72 NA 4.39231742277876 5.28540221886225 5.24792751344359 5.64385618977472 4.4262647547021 7.93663793900257 "Ovary" "Up" NA "Transient Up" "Up" NA "Transient Up" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA 3 1 0 0
"FBgn0038747" "RhoGAP92B" "3" "No Signal" 0.0437 0.59321473511214 "NotSpec" 4.93368836716147 4.79826572418741 5.54221990965408 5.78028311183426 6.51288099594258 4.11802359315045 5.61883124662029 "Not" NA NA NA NA NA NA NA 0.652 NA 6.71424551766612 5.32192809488736 4.4594316186373 3.58496250072116 3.75488750216347 5.49185309632967 "Testis" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0038744" "CG4733" "3" "No Signal" 0.1061 0.569568792471073 "NotSpec" 3.9978243287113 4.13706181324143 4.10297688445164 1.80743797603195 2.3623075051983 1.19898786928547 2.25079189645997 "Higher" NA NA "OVD" "SR" NA NA NA -1.68 NA 1 2 2 3.58496250072116 3.16992500144231 3.85798099512757 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0266101" "CG44838" "3" "No Signal" 0.5015 0.502215954410313 "NotSpec" 3.9152759327842 3.84940625873539 3.95828159587573 1.5265226591275 2.17230600025618 1.03006835044042 4.10689888288168 "Not" NA NA NA NA NA NA NA 1.39 NA 2.32192809488736 2.32192809488736 2.32192809488736 3.90689059560852 4.97727992349992 6.44294349584873 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0030519" "CG11151" "X" "No Signal" 0.0237 0.794765852843258 "NotSpec" 6.87645057799299 6.21825588405211 6.28565558388488 6.00020579436139 6.3602947674946 8.58962602158015 5.97802882781072 "Not" NA NA NA NA NA NA "FB" -0.816 NA 6.96578428466209 7.62205181945638 9.35093918154643 7.7279204545632 6.81378119121704 6.70043971814109 "Gut" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0052333" "CG32333" "3" "No Signal" 0.0422 0.81159616957097 "NotSpec" 2.46925598121517 1.41107502072896 2.76202219805312 0.14926911162754 0.147404136287827 0 0.168955964804315 "Higher" NA NA "OVD" "SR" NA NA NA -1.32 NA 0 0 0 1 3.35755200461808 0 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0030514" "CG9941" "X" "No Signal" 0.0268 0.668250877049756 "NotSpec" 4.37007291233309 4.34230706336156 4.45495805192866 4.72125508472397 4.41193498514646 3.29409812456584 5.86932298305676 "Not" NA NA NA NA NA NA NA 0.913 NA 4 3.4594316186373 3.90689059560852 3.8073549220576 4.4093909361377 5.58496250072116 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0030512" "Nadsyn" "X" "No Signal" 0.0184 0.752615228712669 "NotSpec" 3.44509009714826 3.48162230197341 3.40322269735008 3.39816237874443 3.63381300083272 5.00508019879453 5.80862457419766 "Not" NA NA NA NA NA NA NA 1.95 NA 1 1.58496250072116 3.58496250072116 3.16992500144231 3.12928301694497 5 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
